id,failure
31222,0.588
31223,0.503
31224,0.472
31225,0.665
31226,0.521
31227,0.648
31228,0.653
31229,0.429
31230,0.43
31231,0.495
31232,0.402
31233,0.546
31234,0.573
31235,0.779
31236,0.502
31237,0.498
31238,0.495
31239,0.516
31240,0.548
31241,0.499
31242,0.488
31243,0.48
31244,0.505
31245,0.496
31246,0.434
31247,0.427
31248,0.469
31249,0.455
31250,0.548
31251,0.623
31252,0.423
31253,0.49
31254,0.373
31255,0.452
31256,0.476
31257,0.581
31258,0.418
31259,0.415
31260,0.483
31261,0.458
31262,0.537
31263,0.456
31264,0.527
31265,0.529
31266,0.462
31267,0.421
31268,0.529
31269,0.512
31270,0.464
31271,0.507
31272,0.581
31273,0.515
31274,0.459
31275,0.575
31276,0.459
31277,0.367
31278,0.479
31279,0.495
31280,0.451
31281,0.611
31282,0.456
31283,0.543
31284,0.509
31285,0.414
31286,0.488
31287,0.536
31288,0.575
31289,0.469
31290,0.535
31291,0.424
31292,0.495
31293,0.448
31294,0.417
31295,0.509
31296,0.496
31297,0.429
31298,0.433
31299,0.446
31300,0.467
31301,0.495
31302,0.513
31303,0.581
31304,0.432
31305,0.581
31306,0.44
31307,0.48
31308,0.415
31309,0.484
31310,0.475
31311,0.526
31312,0.48
31313,0.503
31314,0.435
31315,0.436
31316,0.58
31317,0.667
31318,0.536
31319,0.478
31320,0.633
31321,0.491
31322,0.561
31323,0.52
31324,0.524
31325,0.425
31326,0.505
31327,0.454
31328,0.502
31329,0.517
31330,0.564
31331,0.428
31332,0.432
31333,0.393
31334,0.571
31335,0.411
31336,0.615
31337,0.454
31338,0.538
31339,0.446
31340,0.47
31341,0.575
31342,0.369
31343,0.508
31344,0.487
31345,0.568
31346,0.641
31347,0.464
31348,0.478
31349,0.453
31350,0.554
31351,0.473
31352,0.478
31353,0.513
31354,0.801
31355,0.633
31356,0.502
31357,0.484
31358,0.523
31359,0.456
31360,0.474
31361,0.53
31362,0.533
31363,0.528
31364,0.616
31365,0.469
31366,0.535
31367,0.514
31368,0.555
31369,0.404
31370,0.451
31371,0.518
31372,0.448
31373,0.481
31374,0.613
31375,0.608
31376,0.395
31377,0.357
31378,0.436
31379,0.496
31380,0.51
31381,0.473
31382,0.46
31383,0.514
31384,0.494
31385,0.481
31386,0.726
31387,0.531
31388,0.583
31389,0.487
31390,0.626
31391,0.514
31392,0.472
31393,0.552
31394,0.394
31395,0.539
31396,0.583
31397,0.496
31398,0.564
31399,0.504
31400,0.5
31401,0.614
31402,0.52
31403,0.476
31404,0.445
31405,0.649
31406,0.567
31407,0.554
31408,0.456
31409,0.47
31410,0.534
31411,0.558
31412,0.445
31413,0.528
31414,0.493
31415,0.495
31416,0.717
31417,0.551
31418,0.541
31419,0.437
31420,0.568
31421,0.527
31422,0.414
31423,0.566
31424,0.518
31425,0.501
31426,0.435
31427,0.538
31428,0.588
31429,0.429
31430,0.451
31431,0.471
31432,0.488
31433,0.485
31434,0.484
31435,0.539
31436,0.591
31437,0.502
31438,0.534
31439,0.461
31440,0.628
31441,0.528
31442,0.504
31443,0.456
31444,0.461
31445,0.528
31446,0.605
31447,0.516
31448,0.572
31449,0.509
31450,0.464
31451,0.519
31452,0.488
31453,0.567
31454,0.51
31455,0.498
31456,0.559
31457,0.424
31458,0.496
31459,0.54
31460,0.504
31461,0.529
31462,0.412
31463,0.443
31464,0.472
31465,0.604
31466,0.408
31467,0.463
31468,0.441
31469,0.65
31470,0.47
31471,0.482
31472,0.53
31473,0.464
31474,0.426
31475,0.47
31476,0.712
31477,0.577
31478,0.457
31479,0.475
31480,0.457
31481,0.5
31482,0.472
31483,0.569
31484,0.399
31485,0.509
31486,0.49
31487,0.483
31488,0.403
31489,0.541
31490,0.59
31491,0.491
31492,0.535
31493,0.614
31494,0.644
31495,0.526
31496,0.371
31497,0.433
31498,0.699
31499,0.611
31500,0.527
31501,0.605
31502,0.53
31503,0.582
31504,0.494
31505,0.597
31506,0.449
31507,0.466
31508,0.522
31509,0.712
31510,0.444
31511,0.495
31512,0.838
31513,0.471
31514,0.538
31515,0.479
31516,0.442
31517,0.592
31518,0.519
31519,0.536
31520,0.392
31521,0.524
31522,0.503
31523,0.519
31524,0.516
31525,0.401
31526,0.459
31527,0.703
31528,0.562
31529,0.562
31530,0.613
31531,0.509
31532,0.658
31533,0.428
31534,0.43
31535,0.436
31536,0.49
31537,0.596
31538,0.48
31539,0.593
31540,0.493
31541,0.44
31542,0.587
31543,0.527
31544,0.551
31545,0.414
31546,0.609
31547,0.451
31548,0.448
31549,0.435
31550,0.427
31551,0.432
31552,0.441
31553,0.519
31554,0.413
31555,0.46
31556,0.489
31557,0.643
31558,0.552
31559,0.475
31560,0.45
31561,0.474
31562,0.53
31563,0.518
31564,0.581
31565,0.55
31566,0.504
31567,0.662
31568,0.383
31569,0.415
31570,0.67
31571,0.657
31572,0.427
31573,0.521
31574,0.391
31575,0.499
31576,0.497
31577,0.476
31578,0.525
31579,0.486
31580,0.419
31581,0.513
31582,0.473
31583,0.493
31584,0.399
31585,0.542
31586,0.437
31587,0.458
31588,0.475
31589,0.56
31590,0.47
31591,0.55
31592,0.676
31593,0.499
31594,0.516
31595,0.404
31596,0.571
31597,0.53
31598,0.416
31599,0.421
31600,0.596
31601,0.514
31602,0.483
31603,0.602
31604,0.54
31605,0.603
31606,0.575
31607,0.555
31608,0.435
31609,0.563
31610,0.453
31611,0.516
31612,0.489
31613,0.501
31614,0.447
31615,0.431
31616,0.491
31617,0.496
31618,0.569
31619,0.513
31620,0.471
31621,0.534
31622,0.47
31623,0.442
31624,0.761
31625,0.611
31626,0.514
31627,0.531
31628,0.483
31629,0.566
31630,0.492
31631,0.509
31632,0.495
31633,0.446
31634,0.478
31635,0.534
31636,0.451
31637,0.518
31638,0.406
31639,0.422
31640,0.584
31641,0.452
31642,0.476
31643,0.484
31644,0.437
31645,0.513
31646,0.493
31647,0.511
31648,0.651
31649,0.498
31650,0.467
31651,0.466
31652,0.476
31653,0.498
31654,0.453
31655,0.584
31656,0.462
31657,0.506
31658,0.404
31659,0.583
31660,0.495
31661,0.46
31662,0.605
31663,0.512
31664,0.63
31665,0.509
31666,0.53
31667,0.502
31668,0.52
31669,0.531
31670,0.56
31671,0.513
31672,0.487
31673,0.533
31674,0.362
31675,0.588
31676,0.567
31677,0.419
31678,0.515
31679,0.576
31680,0.448
31681,0.783
31682,0.608
31683,0.521
31684,0.544
31685,0.379
31686,0.465
31687,0.44
31688,0.423
31689,0.445
31690,0.548
31691,0.413
31692,0.442
31693,0.436
31694,0.598
31695,0.663
31696,0.44
31697,0.494
31698,0.461
31699,0.531
31700,0.57
31701,0.445
31702,0.506
31703,0.494
31704,0.414
31705,0.462
31706,0.474
31707,0.448
31708,0.589
31709,0.621
31710,0.554
31711,0.551
31712,0.45
31713,0.543
31714,0.443
31715,0.526
31716,0.513
31717,0.497
31718,0.48
31719,0.551
31720,0.604
31721,0.629
31722,0.465
31723,0.555
31724,0.43
31725,0.431
31726,0.553
31727,0.529
31728,0.602
31729,0.568
31730,0.464
31731,0.435
31732,0.705
31733,0.644
31734,0.619
31735,0.406
31736,0.56
31737,0.528
31738,0.489
31739,0.472
31740,0.451
31741,0.498
31742,0.396
31743,0.448
31744,0.368
31745,0.415
31746,0.588
31747,0.41
31748,0.548
31749,0.532
31750,0.586
31751,0.468
31752,0.572
31753,0.515
31754,0.466
31755,0.467
31756,0.471
31757,0.679
31758,0.5
31759,0.418
31760,0.448
31761,0.498
31762,0.455
31763,0.537
31764,0.452
31765,0.467
31766,0.437
31767,0.507
31768,0.4
31769,0.466
31770,0.382
31771,0.482
31772,0.523
31773,0.531
31774,0.441
31775,0.62
31776,0.556
31777,0.495
31778,0.403
31779,0.523
31780,0.611
31781,0.533
31782,0.525
31783,0.454
31784,0.507
31785,0.41
31786,0.683
31787,0.426
31788,0.405
31789,0.388
31790,0.544
31791,0.465
31792,0.65
31793,0.476
31794,0.55
31795,0.424
31796,0.442
31797,0.494
31798,0.568
31799,0.563
31800,0.53
31801,0.522
31802,0.524
31803,0.422
31804,0.444
31805,0.474
31806,0.485
31807,0.439
31808,0.599
31809,0.433
31810,0.471
31811,0.491
31812,0.545
31813,0.492
31814,0.52
31815,0.642
31816,0.573
31817,0.413
31818,0.429
31819,0.525
31820,0.522
31821,0.477
31822,0.497
31823,0.451
31824,0.533
31825,0.36
31826,0.555
31827,0.549
31828,0.422
31829,0.659
31830,0.524
31831,0.467
31832,0.513
31833,0.475
31834,0.501
31835,0.465
31836,0.594
31837,0.451
31838,0.4
31839,0.47
31840,0.458
31841,0.568
31842,0.49
31843,0.59
31844,0.433
31845,0.404
31846,0.64
31847,0.461
31848,0.397
31849,0.488
31850,0.432
31851,0.531
31852,0.511
31853,0.543
31854,0.677
31855,0.508
31856,0.479
31857,0.59
31858,0.527
31859,0.412
31860,0.446
31861,0.605
31862,0.582
31863,0.641
31864,0.556
31865,0.514
31866,0.445
31867,0.397
31868,0.551
31869,0.558
31870,0.476
31871,0.558
31872,0.562
31873,0.576
31874,0.513
31875,0.475
31876,0.511
31877,0.507
31878,0.419
31879,0.654
31880,0.493
31881,0.475
31882,0.417
31883,0.433
31884,0.524
31885,0.55
31886,0.595
31887,0.519
31888,0.555
31889,0.515
31890,0.484
31891,0.558
31892,0.508
31893,0.52
31894,0.634
31895,0.505
31896,0.417
31897,0.482
31898,0.438
31899,0.429
31900,0.546
31901,0.501
31902,0.547
31903,0.467
31904,0.413
31905,0.379
31906,0.495
31907,0.511
31908,0.534
31909,0.508
31910,0.575
31911,0.5
31912,0.557
31913,0.499
31914,0.429
31915,0.462
31916,0.461
31917,0.435
31918,0.533
31919,0.602
31920,0.482
31921,0.476
31922,0.634
31923,0.485
31924,0.408
31925,0.554
31926,0.566
31927,0.404
31928,0.573
31929,0.572
31930,0.431
31931,0.522
31932,0.514
31933,0.415
31934,0.408
31935,0.461
31936,0.419
31937,0.556
31938,0.494
31939,0.466
31940,0.523
31941,0.533
31942,0.49
31943,0.491
31944,0.503
31945,0.643
31946,0.602
31947,0.451
31948,0.5
31949,0.649
31950,0.597
31951,0.526
31952,0.494
31953,0.507
31954,0.505
31955,0.507
31956,0.729
31957,0.453
31958,0.542
31959,0.551
31960,0.451
31961,0.606
31962,0.385
31963,0.567
31964,0.42
31965,0.645
31966,0.416
31967,0.517
31968,0.344
31969,0.401
31970,0.445
31971,0.49
31972,0.588
31973,0.471
31974,0.588
31975,0.463
31976,0.556
31977,0.481
31978,0.542
31979,0.621
31980,0.433
31981,0.52
31982,0.81
31983,0.46
31984,0.467
31985,0.484
31986,0.475
31987,0.502
31988,0.396
31989,0.521
31990,0.381
31991,0.504
31992,0.579
31993,0.576
31994,0.458
31995,0.507
31996,0.458
31997,0.397
31998,0.519
31999,0.41
32000,0.418
32001,0.668
32002,0.503
32003,0.598
32004,0.544
32005,0.563
32006,0.418
32007,0.499
32008,0.67
32009,0.524
32010,0.57
32011,0.61
32012,0.644
32013,0.385
32014,0.465
32015,0.389
32016,0.526
32017,0.512
32018,0.368
32019,0.51
32020,0.409
32021,0.439
32022,0.425
32023,0.512
32024,0.413
32025,0.649
32026,0.54
32027,0.553
32028,0.388
32029,0.589
32030,0.507
32031,0.499
32032,0.407
32033,0.483
32034,0.485
32035,0.525
32036,0.509
32037,0.413
32038,0.583
32039,0.643
32040,0.477
32041,0.458
32042,0.454
32043,0.442
32044,0.546
32045,0.472
32046,0.506
32047,0.572
32048,0.519
32049,0.463
32050,0.497
32051,0.629
32052,0.437
32053,0.626
32054,0.469
32055,0.514
32056,0.528
32057,0.441
32058,0.568
32059,0.425
32060,0.519
32061,0.733
32062,0.45
32063,0.408
32064,0.573
32065,0.527
32066,0.525
32067,0.527
32068,0.48
32069,0.478
32070,0.47
32071,0.461
32072,0.443
32073,0.534
32074,0.452
32075,0.513
32076,0.527
32077,0.514
32078,0.465
32079,0.54
32080,0.514
32081,0.549
32082,0.439
32083,0.542
32084,0.526
32085,0.409
32086,0.604
32087,0.487
32088,0.547
32089,0.575
32090,0.464
32091,0.571
32092,0.509
32093,0.501
32094,0.452
32095,0.534
32096,0.521
32097,0.415
32098,0.462
32099,0.469
32100,0.523
32101,0.547
32102,0.477
32103,0.523
32104,0.468
32105,0.509
32106,0.548
32107,0.506
32108,0.558
32109,0.507
32110,0.412
32111,0.483
32112,0.483
32113,0.426
32114,0.519
32115,0.472
32116,0.567
32117,0.428
32118,0.516
32119,0.537
32120,0.708
32121,0.576
32122,0.557
32123,0.641
32124,0.587
32125,0.462
32126,0.6
32127,0.446
32128,0.488
32129,0.492
32130,0.451
32131,0.475
32132,0.46
32133,0.401
32134,0.434
32135,0.415
32136,0.435
32137,0.466
32138,0.485
32139,0.438
32140,0.568
32141,0.536
32142,0.495
32143,0.507
32144,0.435
32145,0.515
32146,0.461
32147,0.463
32148,0.514
32149,0.554
32150,0.466
32151,0.652
32152,0.671
32153,0.465
32154,0.52
32155,0.538
32156,0.607
32157,0.449
32158,0.417
32159,0.45
32160,0.443
32161,0.514
32162,0.453
32163,0.571
32164,0.609
32165,0.494
32166,0.373
32167,0.44
32168,0.495
32169,0.462
32170,0.505
32171,0.466
32172,0.407
32173,0.366
32174,0.457
32175,0.47
32176,0.382
32177,0.499
32178,0.429
32179,0.518
32180,0.549
32181,0.547
32182,0.575
32183,0.526
32184,0.428
32185,0.515
32186,0.481
32187,0.44
32188,0.482
32189,0.455
32190,0.427
32191,0.62
32192,0.367
32193,0.586
32194,0.532
32195,0.585
32196,0.692
32197,0.474
32198,0.484
32199,0.439
32200,0.599
32201,0.44
32202,0.589
32203,0.488
32204,0.715
32205,0.438
32206,0.504
32207,0.46
32208,0.404
32209,0.545
32210,0.399
32211,0.491
32212,0.421
32213,0.415
32214,0.502
32215,0.497
32216,0.435
32217,0.723
32218,0.473
32219,0.559
32220,0.395
32221,0.407
32222,0.488
32223,0.46
32224,0.546
32225,0.545
32226,0.537
32227,0.453
32228,0.562
32229,0.458
32230,0.459
32231,0.461
32232,0.574
32233,0.533
32234,0.536
32235,0.531
32236,0.573
32237,0.592
32238,0.434
32239,0.398
32240,0.423
32241,0.601
32242,0.681
32243,0.431
32244,0.456
32245,0.476
32246,0.463
32247,0.518
32248,0.39
32249,0.43
32250,0.491
32251,0.52
32252,0.39
32253,0.476
32254,0.444
32255,0.469
32256,0.441
32257,0.611
32258,0.652
32259,0.501
32260,0.458
32261,0.466
32262,0.43
32263,0.432
32264,0.541
32265,0.49
32266,0.534
32267,0.546
32268,0.503
32269,0.39
32270,0.443
32271,0.503
32272,0.692
32273,0.614
32274,0.403
32275,0.512
32276,0.514
32277,0.463
32278,0.671
32279,0.451
32280,0.717
32281,0.551
32282,0.364
32283,0.397
32284,0.422
32285,0.46
32286,0.521
32287,0.414
32288,0.535
32289,0.446
32290,0.462
32291,0.466
32292,0.598
32293,0.51
32294,0.449
32295,0.525
32296,0.457
32297,0.479
32298,0.424
32299,0.476
32300,0.498
32301,0.471
32302,0.421
32303,0.389
32304,0.634
32305,0.652
32306,0.521
32307,0.433
32308,0.472
32309,0.395
32310,0.411
32311,0.444
32312,0.459
32313,0.573
32314,0.49
32315,0.418
32316,0.545
32317,0.527
32318,0.455
32319,0.532
32320,0.44
32321,0.412
32322,0.49
32323,0.527
32324,0.44
32325,0.614
32326,0.486
32327,0.547
32328,0.626
32329,0.674
32330,0.415
32331,0.403
32332,0.43
32333,0.536
32334,0.404
32335,0.39
32336,0.424
32337,0.638
32338,0.443
32339,0.532
32340,0.697
32341,0.574
32342,0.485
32343,0.529
32344,0.449
32345,0.434
32346,0.484
32347,0.549
32348,0.439
32349,0.57
32350,0.398
32351,0.457
32352,0.435
32353,0.485
32354,0.449
32355,0.378
32356,0.498
32357,0.472
32358,0.657
32359,0.575
32360,0.487
32361,0.453
32362,0.579
32363,0.488
32364,0.591
32365,0.594
32366,0.358
32367,0.563
32368,0.579
32369,0.438
32370,0.4
32371,0.467
32372,0.434
32373,0.564
32374,0.465
32375,0.415
32376,0.417
32377,0.58
32378,0.542
32379,0.458
32380,0.494
32381,0.433
32382,0.514
32383,0.527
32384,0.541
32385,0.431
32386,0.401
32387,0.591
32388,0.364
32389,0.509
32390,0.452
32391,0.6
32392,0.467
32393,0.408
32394,0.485
32395,0.381
32396,0.532
32397,0.531
32398,0.38
32399,0.384
32400,0.465
32401,0.494
32402,0.566
32403,0.486
32404,0.363
32405,0.433
32406,0.439
32407,0.802
32408,0.466
32409,0.54
32410,0.531
32411,0.498
32412,0.513
32413,0.563
32414,0.484
32415,0.444
32416,0.449
32417,0.464
32418,0.568
32419,0.64
32420,0.413
32421,0.572
32422,0.527
32423,0.506
32424,0.6
32425,0.544
32426,0.472
32427,0.417
32428,0.488
32429,0.43
32430,0.456
32431,0.642
32432,0.529
32433,0.577
32434,0.524
32435,0.563
32436,0.49
32437,0.481
32438,0.516
32439,0.427
32440,0.443
32441,0.528
32442,0.631
32443,0.643
32444,0.492
32445,0.527
32446,0.448
32447,0.443
32448,0.42
32449,0.427
32450,0.476
32451,0.535
32452,0.357
32453,0.483
32454,0.422
32455,0.406
32456,0.498
32457,0.398
32458,0.46
32459,0.465
32460,0.378
32461,0.424
32462,0.413
32463,0.546
32464,0.495
32465,0.484
32466,0.454
32467,0.487
32468,0.367
32469,0.45
32470,0.661
32471,0.419
32472,0.388
32473,0.428
32474,0.393
32475,0.674
32476,0.51
32477,0.492
32478,0.702
32479,0.401
32480,0.448
32481,0.452
32482,0.578
32483,0.552
32484,0.399
32485,0.534
32486,0.393
32487,0.448
32488,0.463
32489,0.487
32490,0.462
32491,0.441
32492,0.432
32493,0.563
32494,0.635
32495,0.531
32496,0.516
32497,0.396
32498,0.499
32499,0.548
32500,0.578
32501,0.611
32502,0.466
32503,0.423
32504,0.415
32505,0.423
32506,0.454
32507,0.394
32508,0.558
32509,0.409
32510,0.502
32511,0.494
32512,0.581
32513,0.501
32514,0.513
32515,0.487
32516,0.452
32517,0.567
32518,0.497
32519,0.535
32520,0.451
32521,0.504
32522,0.736
32523,0.407
32524,0.643
32525,0.389
32526,0.391
32527,0.43
32528,0.476
32529,0.462
32530,0.53
32531,0.505
32532,0.415
32533,0.651
32534,0.511
32535,0.411
32536,0.39
32537,0.41
32538,0.45
32539,0.429
32540,0.387
32541,0.428
32542,0.376
32543,0.464
32544,0.687
32545,0.443
32546,0.497
32547,0.543
32548,0.435
32549,0.556
32550,0.485
32551,0.575
32552,0.422
32553,0.466
32554,0.498
32555,0.411
32556,0.546
32557,0.701
32558,0.588
32559,0.613
32560,0.504
32561,0.43
32562,0.532
32563,0.594
32564,0.565
32565,0.631
32566,0.456
32567,0.534
32568,0.434
32569,0.515
32570,0.454
32571,0.431
32572,0.608
32573,0.493
32574,0.426
32575,0.637
32576,0.495
32577,0.529
32578,0.455
32579,0.454
32580,0.519
32581,0.336
32582,0.523
32583,0.514
32584,0.507
32585,0.488
32586,0.46
32587,0.467
32588,0.465
32589,0.487
32590,0.473
32591,0.485
32592,0.523
32593,0.469
32594,0.463
32595,0.426
32596,0.544
32597,0.391
32598,0.452
32599,0.592
32600,0.46
32601,0.495
32602,0.452
32603,0.461
32604,0.451
32605,0.466
32606,0.585
32607,0.515
32608,0.432
32609,0.534
32610,0.43
32611,0.632
32612,0.436
32613,0.374
32614,0.424
32615,0.471
32616,0.679
32617,0.709
32618,0.459
32619,0.555
32620,0.544
32621,0.479
32622,0.494
32623,0.452
32624,0.447
32625,0.486
32626,0.551
32627,0.568
32628,0.485
32629,0.527
32630,0.456
32631,0.475
32632,0.606
32633,0.404
32634,0.493
32635,0.492
32636,0.427
32637,0.537
32638,0.466
32639,0.469
32640,0.523
32641,0.414
32642,0.5
32643,0.526
32644,0.577
32645,0.451
32646,0.579
32647,0.426
32648,0.584
32649,0.411
32650,0.398
32651,0.474
32652,0.484
32653,0.483
32654,0.413
32655,0.548
32656,0.544
32657,0.512
32658,0.608
32659,0.446
32660,0.579
32661,0.525
32662,0.443
32663,0.416
32664,0.422
32665,0.645
32666,0.553
32667,0.544
32668,0.579
32669,0.531
32670,0.48
32671,0.404
32672,0.445
32673,0.422
32674,0.491
32675,0.38
32676,0.523
32677,0.606
32678,0.42
32679,0.503
32680,0.491
32681,0.38
32682,0.427
32683,0.542
32684,0.493
32685,0.51
32686,0.538
32687,0.407
32688,0.5
32689,0.383
32690,0.384
32691,0.467
32692,0.494
32693,0.408
32694,0.397
32695,0.404
32696,0.523
32697,0.494
32698,0.623
32699,0.413
32700,0.438
32701,0.45
32702,0.415
32703,0.429
32704,0.493
32705,0.457
32706,0.486
32707,0.519
32708,0.463
32709,0.514
32710,0.516
32711,0.486
32712,0.466
32713,0.462
32714,0.464
32715,0.614
32716,0.465
32717,0.582
32718,0.43
32719,0.622
32720,0.524
32721,0.528
32722,0.548
32723,0.659
32724,0.438
32725,0.52
32726,0.521
32727,0.426
32728,0.533
32729,0.584
32730,0.382
32731,0.42
32732,0.511
32733,0.648
32734,0.604
32735,0.481
32736,0.375
32737,0.52
32738,0.45
32739,0.465
32740,0.398
32741,0.523
32742,0.349
32743,0.486
32744,0.542
32745,0.434
32746,0.486
32747,0.598
32748,0.51
32749,0.438
32750,0.434
32751,0.562
32752,0.542
32753,0.513
32754,0.402
32755,0.501
32756,0.558
32757,0.506
32758,0.405
32759,0.467
32760,0.463
32761,0.477
32762,0.543
32763,0.427
32764,0.397
32765,0.809
32766,0.43
32767,0.5
32768,0.462
32769,0.406
32770,0.589
32771,0.49
32772,0.526
32773,0.592
32774,0.417
32775,0.522
32776,0.546
32777,0.434
32778,0.566
32779,0.61
32780,0.493
32781,0.473
32782,0.428
32783,0.602
32784,0.534
32785,0.535
32786,0.724
32787,0.43
32788,0.479
32789,0.676
32790,0.407
32791,0.413
32792,0.501
32793,0.439
32794,0.474
32795,0.41
32796,0.458
32797,0.538
32798,0.43
32799,0.491
32800,0.427
32801,0.423
32802,0.433
32803,0.474
32804,0.562
32805,0.448
32806,0.512
32807,0.522
32808,0.53
32809,0.422
32810,0.577
32811,0.434
32812,0.53
32813,0.554
32814,0.514
32815,0.55
32816,0.489
32817,0.348
32818,0.542
32819,0.498
32820,0.581
32821,0.608
32822,0.557
32823,0.462
32824,0.561
32825,0.495
32826,0.483
32827,0.679
32828,0.497
32829,0.535
32830,0.45
32831,0.462
32832,0.493
32833,0.423
32834,0.6
32835,0.358
32836,0.682
32837,0.624
32838,0.444
32839,0.494
32840,0.48
32841,0.47
32842,0.461
32843,0.478
32844,0.42
32845,0.509
32846,0.445
32847,0.423
32848,0.549
32849,0.574
32850,0.405
32851,0.437
32852,0.451
32853,0.467
32854,0.677
32855,0.553
32856,0.454
32857,0.495
32858,0.464
32859,0.621
32860,0.48
32861,0.515
32862,0.466
32863,0.545
32864,0.48
32865,0.493
32866,0.556
32867,0.458
32868,0.608
32869,0.454
32870,0.517
32871,0.385
32872,0.581
32873,0.515
32874,0.459
32875,0.536
32876,0.48
32877,0.535
32878,0.464
32879,0.635
32880,0.545
32881,0.435
32882,0.428
32883,0.386
32884,0.588
32885,0.514
32886,0.389
32887,0.458
32888,0.463
32889,0.537
32890,0.381
32891,0.442
32892,0.598
32893,0.455
32894,0.497
32895,0.364
32896,0.549
32897,0.498
32898,0.492
32899,0.67
32900,0.81
32901,0.496
32902,0.532
32903,0.398
32904,0.4
32905,0.413
32906,0.343
32907,0.507
32908,0.485
32909,0.512
32910,0.413
32911,0.531
32912,0.629
32913,0.532
32914,0.465
32915,0.565
32916,0.513
32917,0.428
32918,0.435
32919,0.566
32920,0.526
32921,0.461
32922,0.538
32923,0.538
32924,0.501
32925,0.398
32926,0.576
32927,0.515
32928,0.461
32929,0.471
32930,0.737
32931,0.411
32932,0.42
32933,0.471
32934,0.52
32935,0.508
32936,0.43
32937,0.562
32938,0.539
32939,0.607
32940,0.478
32941,0.392
32942,0.523
32943,0.446
32944,0.711
32945,0.485
32946,0.534
32947,0.639
32948,0.433
32949,0.518
32950,0.678
32951,0.446
32952,0.522
32953,0.407
32954,0.433
32955,0.524
32956,0.572
32957,0.5
32958,0.435
32959,0.438
32960,0.485
32961,0.504
32962,0.469
32963,0.434
32964,0.402
32965,0.523
32966,0.507
32967,0.419
32968,0.505
32969,0.494
32970,0.432
32971,0.428
32972,0.479
32973,0.492
32974,0.665
32975,0.51
32976,0.467
32977,0.433
32978,0.424
32979,0.455
32980,0.544
32981,0.4
32982,0.524
32983,0.581
32984,0.52
32985,0.424
32986,0.589
32987,0.53
32988,0.525
32989,0.461
32990,0.406
32991,0.5
32992,0.519
32993,0.535
32994,0.364
32995,0.438
32996,0.41
32997,0.508
32998,0.663
32999,0.48
33000,0.439
33001,0.539
33002,0.438
33003,0.512
33004,0.539
33005,0.539
33006,0.434
33007,0.543
33008,0.449
33009,0.522
33010,0.637
33011,0.422
33012,0.433
33013,0.451
33014,0.509
33015,0.489
33016,0.557
33017,0.521
33018,0.466
33019,0.545
33020,0.566
33021,0.663
33022,0.438
33023,0.553
33024,0.588
33025,0.468
33026,0.519
33027,0.466
33028,0.55
33029,0.458
33030,0.364
33031,0.435
33032,0.525
33033,0.681
33034,0.582
33035,0.541
33036,0.591
33037,0.628
33038,0.399
33039,0.463
33040,0.565
33041,0.47
33042,0.531
33043,0.592
33044,0.376
33045,0.489
33046,0.407
33047,0.575
33048,0.446
33049,0.476
33050,0.526
33051,0.528
33052,0.427
33053,0.557
33054,0.442
33055,0.435
33056,0.519
33057,0.42
33058,0.416
33059,0.5
33060,0.52
33061,0.701
33062,0.503
33063,0.453
33064,0.52
33065,0.416
33066,0.499
33067,0.367
33068,0.408
33069,0.446
33070,0.506
33071,0.705
33072,0.546
33073,0.566
33074,0.397
33075,0.481
33076,0.515
33077,0.561
33078,0.537
33079,0.514
33080,0.421
33081,0.458
33082,0.5
33083,0.661
33084,0.458
33085,0.444
33086,0.62
33087,0.484
33088,0.506
33089,0.479
33090,0.491
33091,0.463
33092,0.457
33093,0.462
33094,0.475
33095,0.491
33096,0.47
33097,0.501
33098,0.507
33099,0.45
33100,0.45
33101,0.511
33102,0.406
33103,0.489
33104,0.427
33105,0.481
33106,0.467
33107,0.511
33108,0.501
33109,0.437
33110,0.448
33111,0.504
33112,0.419
33113,0.555
33114,0.598
33115,0.58
33116,0.381
33117,0.484
33118,0.427
33119,0.541
33120,0.434
33121,0.377
33122,0.547
33123,0.739
33124,0.404
33125,0.531
33126,0.514
33127,0.445
33128,0.49
33129,0.421
33130,0.5
33131,0.434
33132,0.542
33133,0.654
33134,0.457
33135,0.477
33136,0.389
33137,0.454
33138,0.444
33139,0.467
33140,0.61
33141,0.45
33142,0.574
33143,0.491
33144,0.528
33145,0.586
33146,0.629
33147,0.474
33148,0.544
33149,0.547
33150,0.538
33151,0.417
33152,0.486
33153,0.416
33154,0.551
33155,0.503
33156,0.524
33157,0.339
33158,0.447
33159,0.542
33160,0.501
33161,0.463
33162,0.583
33163,0.616
33164,0.544
33165,0.547
33166,0.516
33167,0.414
33168,0.545
33169,0.413
33170,0.524
33171,0.485
33172,0.496
33173,0.519
33174,0.551
33175,0.439
33176,0.58
33177,0.579
33178,0.394
33179,0.427
33180,0.509
33181,0.375
33182,0.37
33183,0.541
33184,0.482
33185,0.459
33186,0.435
33187,0.49
33188,0.514
33189,0.455
33190,0.489
33191,0.596
33192,0.507
33193,0.495
33194,0.61
33195,0.433
33196,0.43
33197,0.71
33198,0.623
33199,0.702
33200,0.442
33201,0.691
33202,0.413
33203,0.374
33204,0.495
33205,0.552
33206,0.502
33207,0.444
33208,0.411
33209,0.462
33210,0.521
33211,0.495
33212,0.413
33213,0.362
33214,0.435
33215,0.521
33216,0.481
33217,0.53
33218,0.43
33219,0.486
33220,0.519
